"","IDLink","Title","Headline","Source","Topic","PublishDate","SentimentTitle","SentimentHeadline","Facebook","GooglePlus","LinkedIn","status","Hour"
"106",80489,"Obama: We Keep Using 'The Full Range Of Our Tools To Go After ...","President Barack Obama declared, """"""we continue to use the full range of our tools to go after ISIL wherever it tries to take root"""""" during Saturday's","Breitbart News","obama","2016-02-27 15:55:04",-0.0577812704401279,0.0806255222234756,32,2,2,"private",15
"107",92136,"Obama pays tribute to 'jewel' Queen Elizabeth after 90th birthday","U.S. President Barack Obama flew to Queen Elizabeth's castle on Friday to wish happy birthday to the world's oldest monarch a day after she","CNBC","obama","2016-04-23 12:15:09",0,0.198611111111111,8,0,0,"private",12
"108",36273,"The Economy's Role In The Rise Of Donald Trump And Bernie ...","We are often asked what effect the upcoming election will have on the economy, particularly because of the surprising support in this election","Forbes","economy","2016-03-25 19:40:44",0.0335431370842762,-0.364900224599881,23,1,11,"private",19
"109",91813,"LIVE WIRE: Latest Updates On President Obama's UK Visit","Rolling coverage of President Obama's visit to the UK and his intervention in the European Union referendum, which polling shows is not","Breitbart News","obama","2016-04-22 15:15:09",0.0289351851851853,-0.279825940216739,3147,7,1,"private",15
"110",82579,"GOP: Obama's Medicare drug plan costly and ineffective","Three senior Republicans are blasting the Obama administration's new proposal to overhaul the way Medicare pays for prescription drugs,","The Hill","obama","2016-03-09 16:55:06",0,-0.0334564611894568,3,5,0,"private",16
"111",86730,"Obama's Last Nuclear Security Summit and a New Movement for ...","As we come to grips with our crumbling infrastructure and abject poverty, one cannot help but bring up President Obama's budget, which","Huffington Post","obama","2016-03-29 19:06:13",-0.237994334319964,-0.335346960101012,25,0,0,"private",19
"112",75530,"18 Emails Exchanged Between Obama and Hillary Clinton, Obama ...","The State Department said Friday 18 emails exchanged between Hillary Clinton and President Obama """""" that were sent through Clinton's","Breitbart News","obama","2016-02-01 16:45:31",-0.0883883476483184,0.058925565098879,4410,21,2,"private",16
"113",103764,"Why Susan Rice took the fall for Team Obama's bogus Benghazi ...","In the wake of the Benghazi report, let's spare a few thoughts for President Obama's national security adviser, Susan Rice. Yes, the headlines","New York Post","obama","2016-06-30 11:23:14",-0.022752939428785,0.062445722959801,95,3,0,"private",11
"114",14768,"China Market Woes Reflect Pessimism Over Economy","The battering that China’s currency and stock markets are taking is emblematic of the pessimism settling over many corners of the world’s second-largest economy. ","The Wall Street Journal","economy","2016-01-07 09:01:00",0.0305127569356409,0,179,0,0,"private",9
"115",93932,"Obama's last correspondents' dinner speech, in 3 minutes","May 1, 2016 12:17 AM EDT - President Obama has wrapped on eight years and eight speeches at the White House correspondents' dinner. From jabs at","Washington Post","obama","2016-05-01 00:00:00",-0.161422327014357,0.0414556948469242,0,0,0,"private",0
"116",54896,"Something puzzling has been going on in the economy, and we now ...","We all know the theory: If you drop interest rates, then, all things being equal, companies and households will invest in the future. Businesses will invest in things","Business Insider","economy","2016-06-07 15:20:10",-0.0180421959121758,0.284523256070835,16,6,222,"private",15
"117",83169,"Here's Why President Obama Isn't Going to Nancy Reagan's Funeral","Bill Clinton didn't go to Pat Nixon's when he was president, and President Obama didn't go to Betty's Ford's funeral back in 2011. (First Lady","Fortune","obama","2016-03-11 14:20:05",0.0988211768802618,0.148131758171784,47,3,1,"private",14
"118",88691,"Obama Blasts Donald Trump's 'Half-Baked' Proposal to Pay for ...","""""""Oh no,"""""" he replied when ABC News reporter Mary Bruce asked him about Trump's foreign policy. Obama had been discussing corporate tax","Breitbart News","obama","2016-04-05 18:55:10",0.158113883008419,0.0377542935213059,38,2,1,"private",18
"119",53099,"Five themes for a portfolio to bet on a bounceback in the economy","Green shoots are visible in some of the sectors, which are likely to show more traction as the economy picks up momentum possibly by FY17,","Economic Times","economy","2016-05-31 12:00:07",-0.0346687622640768,0.0348958333333335,9,2,1,"private",12
"120",76565,"Obama’s Lofty Plans on Gun Violence Amount to Little Action","President Obama made an emotional announcement last month of his plan to crack down on gun dealers, though the lack of aggressive enforcement so far is a reminder of the practical limits of his executive authority. ","New York Times","obama","2016-02-07 03:58:00",-0.120604537831105,-0.0451388888888888,510,0,0,"private",3
"121",44199,"Microsoft's Turnaround Skids as Software Sales Lag Behind Cloud","Microsoft Corp.’s turnaround just took a step backward. ","Bloomberg","microsoft","2016-04-21 17:29:00",-0.150173611111111,0.107638888888889,3,0,81,"private",17
"122",57289,"Why LinkedIn Will Make You Hate Microsoft Word","IF Microsoft has its way, the vast membership of LinkedIn, the business networking site with more than 433 million members, will be instantly","New York Times","microsoft","2016-06-17 08:22:14",-0.0841162441786498,-0.0799502686333539,791,67,1067,"private",8
"123",25753,"Memo to the Fed: Foreign Crises Haven't Crippled the U.S. Economy","While most prognosticators agree that the sources of global economic consternation are not U.S.-centric, but rather, primarily from China and","Bloomberg","economy","2016-02-19 16:17:24",-0.0360843918243516,0.0355334527259351,32,0,3,"private",16
"124",95379,"Obama makes move on 'smart guns'","President Obama on Friday announced new efforts to speed up development of so-called smart guns, the latest step in his final-year push to","The Hill","obama","2016-04-29 00:00:00",0,0.0479166666666668,-1,-1,-1,"private",0
"125",57731,"German economy had good start to second-quarter, upswing to continue - finance ministry","BERLIN (Reuters) - The German economy had a good start to the second quarter and its upswing is likely to continue albeit at a slower pace than in the first three months of the year, the Finance Ministry said on Monday. ","Reuters","economy","2016-06-19 15:20:00",0.0455027504716008,-0.0185289706650491,32,0,0,"private",15
"126",88963,"Cramer Remix: Obama's sway on the stock market","&quot;Who ever said that the Obama administration is bad for the stock market?&quot; Cramer said. Read MoreCramer: We should thank the Treasury.","CNBC","obama","2016-04-07 00:22:09",0.0441941738241592,0.0532094019735107,9,1,1,"private",0
"127",605,"Brazil's Bottomless Pit Economy Producing More Labor Strikes","Typical Brazilian union protest: against all sales of state assets. Petrobras is divesting in order to lower its debt-to-equity. The company's debt to","Forbes","economy","2015-11-10 12:57:11",0.0795495128834866,0.0875,13,0,1,"private",12
"128",88570,"Pfizer vs. Obama: The Treasury Tries To Stop Pharma's Tax Dodge","Most experts in corporate taxes thought there was little President Barack Obama could do to force Pfizer PFE +2.26%, the largest drug company","Forbes","obama","2016-04-05 12:28:12",-0.113066754216661,-0.0466376567027898,69,0,131,"private",12
"129",32261,"Microsoft updates Windows 10 Maps app with better search and ...","As promised yesterday, Microsoft has added new features and made a series of tweaks to its Windows 10 Maps app. Users of the updated","The Verge","microsoft","2016-03-18 05:56:35",0.101967592592593,-0.0564726538071244,74,13,18,"private",5
"130",25483,"'Simple' data is the key to economy: UBS economist","Upbeat economic data haven't made for upbeat markets in 2016. Much of the focus, according to Drew Matus, deputy chief U.S. economist at","CNBC","economy","2016-02-18 17:13:24",0,0.399739507948584,12,0,4,"private",17
"131",96739,"Obama in Vietnam Will Focus on Future, Rather Than the Past","When President Obama lands next Sunday in Hanoi, his visit will be chronicled by photographers, cameramen and journalists who will track","New York Times","obama","2016-05-16 00:42:14",-0.0219852022087954,-0.14320549046737,375,5,12,"private",0
"132",5404,"A Middle East market that may have a silver lining","After several years of social and economic upheaval, Egypt """""" the most populous and one of the most strategically important nations in the","CNBC","economy","2015-11-29 19:20:12",-0.4150489428971,0,39,1,14,"private",19
"133",15155,"China's economy vs. its leaders: Our view","At some point China's economy will become the largest in the world. With 1.4 billion consumers, how could it not? But before that can happen,","USA TODAY","economy","2016-01-08 21:40:19",-0.0629940788348713,0.0382732772309872,11,0,0,"private",21
"134",32451,"Obama Appears to Benefit from Economy, 2016 Campaign","President Barack Obama, who recently has seen a rise in his approval rating, appears to be benefiting from increased confidence in the economy and the intense focus on the campaign to succeed him. ","The Wall Street Journal","economy","2016-03-18 14:30:00",0,0.188003868432154,5,0,0,"private",14
"135",26821,"Readers Say: Australia's Gina Rinehart Move in Ranks; China's ...","Easy Come . . . Fortunes come and go, as reflected by the rise and fall of Australia's 50 Richest (February). As the global economy has become","Forbes","economy","2016-02-24 18:41:26",0.0833333333333333,-0.0754802871996421,4,0,0,"private",18
"136",76545,"What Do You Call An Obama Budget That's Dead Long Before Arrival?","All you need to know about the prospects for the Obama fiscal 2017 budget that will be released this week is the following: it's the last budget","Forbes","obama","2016-02-07 07:34:31",0,0.137962253399292,18,0,12,"private",7
"137",21246,"Microsoft is experimenting with underwater data centers","The company started exploring the idea in 2013 after Microsoft data center employees wrote a white paper about the concept (one of the","The Verge","microsoft","2016-02-01 12:28:28",0,0.0681057843913754,1202,234,1113,"private",12
"138",16436,"Microsoft bought a little company to boost Skype in the workplace (MSFT)"," Microsoft has snapped up Australian company Event Zero , a provider of software that makes it easier for your office's IT pros to manage Microsoft Skype for Business. &quot; Our goal is to make the Skype for Business management tools as powerful and easy-to-use for IT professionals as Skype is for end users,&quot; writes Microsoft in an official blog entry.  Skype for Business itself is a major investment ","Business Insider","microsoft","2016-01-13 10:50:00",-0.135316469341319,-0.0466969177508006,11,0,22,"private",10
"139",6871,"Belgium Economy Seen Expanding at A Quicker Pace","BRUSSELS""""""The Belgian National Bank on Friday said the country's economy will expand at quicker pace this year than previously forecast,","Wall Street Journal","economy","2015-12-04 11:01:14",-0.0883883476483184,0.128809171319857,1,0,0,"private",11
"140",12590,"Putin Gets Tough Grades for Managing Russia's Economy","Russian President Vladimir Putin speeches during the meeting of Presidential Council for Culture and Art at the Kremlin on Dec. 25, in Moscow.","Bloomberg","economy","2015-12-29 21:29:17",-0.0911504835123284,0.0599627014750154,144,4,139,"private",21
"141",63004,"Obama Addresses Global Fight Against Islamic State at Asean","President Obama discussed the global combat against Islamic State militants as the Association of Southeast Asian Nations (Asean)","Wall Street Journal","obama","2015-11-22 18:24:36",0,0.0294627825494395,11,4,0,"private",18
"142",12913,"Microsoft to Warn E-Mail Users About Government Hacking Attempts","Microsoft Corp. said it will tell users of its e-mail and cloud storage services when government-backed hackers may have targeted them. ","Bloomberg","microsoft","2015-12-30 18:02:00",0.0790569415042095,-0.178649068293692,45,13,148,"private",18
"143",18737,"This data point explains (in part) the conundrum of the global economy","The global economy is the primary focus for many industry titans and global policy makers this week at the World Economic Forum in Davos, Switzerland.","Business Insider","economy","2016-01-22 13:35:21",-0.090210979560879,0.01875,32,0,46,"private",13
"144",95825,"Flashback: The time a felon took 41 percent against President ...","Many Democrats in this state have very little regard for the Obama administration with which Clinton has so closely aligned herself. Judd took","Washington Post","obama","2016-05-10 14:43:12",-0.0208333333333333,0.0874240121437215,18,1,1,"private",14
"145",97473,"Oklahoma Introduces Measure To Impeach Obama Over ...","U.S. President Barack Obama pauses as he speaks to the media on the situation in Iraq on the South Lawn of the White House, before his","Huffington Post","obama","2016-05-20 17:55:26",-0.14173667737846,-0.0588041940841286,1769,52,0,"private",17
"146",18922,"The bullish story for the US economy never changed","While the manufacturing sector was buckling the fundamental story of the US economy never changed: it was all about consumers. The consumer economy and","Business Insider","economy","2016-01-23 11:03:19",-0.333333333333333,-0.204124145231932,39,3,32,"private",11
"147",8311,"US Senators introduce legislation to cut H1B visas by 15000","The (US) economy is growing slowly and there's a mood of protectionism. It's like the boy who cried wolf - we've heard this so many times, but","Economic Times","economy","2015-12-09 18:40:21",-0.213117615609392,0.122572584461365,194,12,261,"private",18
"148",61800,"Lagarde warns Trump-style protectionism would hit world economy","She added that the uncertainty set off by last month's Brexit vote was already having a much broader impact on the global economy and on the","Financial Times","economy","2016-07-07 12:30:05",0.0520833333333333,-0.135183941484834,-1,0,10,"private",12
"149",5573,"Microsoft's 'next billion dollar business' could be launching today","Satya Nadella REUTERS/Robert GalbraithMicrosoft CEO Satya Nadella gestures during his keynote address at the company's &quot;build&quot;","Business Insider","microsoft","2015-11-30 12:00:19",0,0,13,17,664,"private",12
"150",65552,"Obama to speak to nation after California attack","US President Barack Obama will speak to the nation on Sunday The White House said Mr Obama would speak from the Oval Office at 8pm","Financial Times","obama","2015-12-06 02:04:37",0,-0.0111111111111112,37,2,9,"private",2
"151",75168,"Obama's powerful condemnation of anti-Semitism: 'We are all Jews'","The other first occurred when Barack Obama showed up for the ceremony. Until then, no sitting U.S. president had spoken at the Israeli","Washington Post","obama","2016-01-30 00:25:31",0.136153621479472,0.102062072615966,681,8,11,"private",0
"152",19981,"Here's Why the Economy May Be Worse Off Than You Think","The price of oil has taken another nose dive, driven by in part by fears of a quickly slowing Chinese economy. And that's spooking investors in","Fortune","economy","2016-01-26 00:00:00",-0.137577113936296,-0.269659685815003,11,2,51,"private",0
"153",104535,"Clinton Can Thank Obama for Neutral FBI","Specifically, she can thank both Obama's high ethics and his broad disregard for his critics. During his administration, Republicans have","Bloomberg","obama","2016-07-05 19:43:14",-0.0708683386892301,0.211028915376543,7,1,1,"private",19
"154",104239,"Obama eats exactly 7 almonds every night — here are some of his other nighttime habits","President Barack Obama is a night owl, and his hours of solitude after dark are crucial to his well-being, according to a story in The New York Times. The Times reveals how the president spends his late-night time in the Treaty Room, his private office in the White House residence. After he eats dinner with his wife and daughters on the evenings he's in Washington, he retreats to this office for ","Business Insider","obama","2016-07-03 09:03:00",0.175390190005029,0.0593333593424828,101,2,0,"private",9
"155",36075,"Microsoft has told potential Yahoo bidders it might back bids - Recode","(Reuters) - Microsoft Corp (MSFT.O) executives have held meetings with equity firms that are considering bids for Yahoo Inc (YHOO.O) and told them that Microsoft might be willing to offer &quot;significant ","Reuters via Yahoo! Finance","microsoft","2016-03-24 17:13:00",0.0753778361444409,-0.108798534972311,0,0,0,"private",17
"156",60180,"Hope for strong successor to Raghuram Rajan soon: Naushad Forbes","He also said that in order to build a dynamic and entrepreneurial economy, one should be welcoming of talent from all over the world.","Economic Times","economy","2016-06-30 11:20:05",0.118585412256314,-0.0255155181539914,-1,85,0,"private",11
"157",45854,"U.S. Growth Falters Amid Consumer, Business Caution","The U.S. economy stumbled out of the gate in 2016 as consumers and businesses showed renewed signs of caution, underscoring the uneven growth that has been a hallmark of the nearly seven-year expansion, the worst performance in two years. ","The Wall Street Journal","economy","2016-04-28 06:56:00",-0.265165042944955,-0.281228599205078,184,0,0,"private",6
"158",2556,"Dubai Sees Return of Expat Flight as Banks Brace for Bad Loans","Dubai’s slowing economy, the rout in commodities and strict debt repayment laws are reviving a phenomenon that symbolized the emirate’s crash in 2009: “skips,” or business owners who quietly leave the country to avoid punishment for defaulting on loans. ","Bloomberg","economy","2015-11-17 02:19:00",-0.0620716998593041,-0.107715082799485,140,3,323,"private",2
"159",73949,"Bo And Sunny Obama Are Having A Great Snow Day","As snow began to blanket Washington, D.C. and beyond, Bo and Sunny Obama went for a walk on the White House grounds. Lucky for us","Huffington Post","obama","2016-01-22 23:37:28",0.367614777994574,0.221992569635583,312,0,4,"private",23
"160",101408,"Obama's tantrum a striking display of failed leadership","If it is true that the best defense is a good offense, President Obama should be celebrating in the end zone now. Obviously furious over criticism","New York Post","obama","2016-06-15 05:55:43",-0.220970869120796,0.142218245915312,647,157,192,"private",5
"161",47839,"Slowing Economy Worries: What'd You Miss? (Full Show 5/6)","Full episode of &quot;What'd You Miss?&quot; Guests include: Rick Rieder, BlackRock global chief investment officer of fixed income, Mike Smithson,","Bloomberg","economy","2016-05-07 00:20:18",0.0837847878749686,-0.0799502686333539,5,1,0,"private",0
"162",43200,"UK Government Says Exit From EU Will Cause Economy to Shrink 6 ...","LONDON""""""Britain would be permanently poorer if it left the European Union, according to a U.K. government's long-term assessment of the","Wall Street Journal","economy","2016-04-18 09:44:13",-0.141333442770827,0,42,0,6,"private",9
"163",11460,"Banks loans could surge to 8% if economy comes under severe ...","MUMBAI: Engineering, iron and steel, and cement pose the highest risk to the banking system and the state-run banks are poised to take the","Economic Times","economy","2015-12-23 12:40:17",-0.097503561188525,-0.173333333333333,3,0,2,"private",12
"164",811,"Europe's Startup Economy Is In The Best Shape It's Ever Been And ...","London Eye. (AP Photo/Kirsty Wigglesworth). Atomico, the tech investment firm in London started by Skype cofounder Niklas Zennstrom, today","Forbes","economy","2015-11-10 22:46:11",0.276647003986696,-0.139754248593737,66,19,549,"private",22
"165",50791,"SAP and Microsoft Launch Yet Another Alliance","SAP and Microsoft have a new alliance that will let the biggest SAP's HANA databases run on the Microsoft Azure cloud as well as link Office","Fortune","microsoft","2016-05-18 00:00:00",-0.0377964473009227,-0.272871209560787,-1,-1,-1,"private",0
"166",1101,"Microsoft To Add More Cloud Power In Germany","One day after Microsoft announced it would launch data centers in the U.K. next year, the company is back again to tout its plan to offer cloud","Fortune","microsoft","2015-11-11 16:20:16",0.270136887500173,0.102529425186965,5,9,28,"private",16
"167",91526,"President Obama Flies to London to Convince Brits to Stay in the EU","U.S. President Barack Obama flies to London on Thursday with a mission: to persuade wavering British voters not to ditch membership of the","Fortune","obama","2016-04-21 09:35:09",-0.0693375245281536,-0.153093108923949,7,2,5,"private",9
"168",53660,"Brazil's Latest Economic Data Surprisingly Good For Ex-President ...","You have to hand it to suspended president Dilma Rousseff, she finally got the economy moving weeks before she was impeached for","Forbes","economy","2016-06-01 19:00:08",0.127604166666667,-0.0932753134055796,18,0,19,"private",19
"169",17690,"Vietnam's Economy Is an Emerging Market Standout","While the world's largest emerging economies including Russia, Brazil and China falter, Vietnam's steady economic growth at near 7 percent","Bloomberg","economy","2016-01-18 23:00:22",0,-0.215077250503652,107,11,331,"private",23
"170",12812,"Microsoft is considering a smaller, cheaper Xbox to compete with the Apple TV","Kevork Djansezian/Getty Images Microsoft is once again considering a slimmed-down, lower-cost version of the Xbox One video game console designed to take on the Apple TV, reports Brad Sams at Petri IT Knowledgebase.  Microsoft had considered a similar smaller Xbox back in 2013 when the Xbox One first launched, but scrapped it.  Sams, a long-time Microsoft reporter and blogger, says that he's ","Business Insider","microsoft","2015-12-30 09:05:00",-0.0693375245281536,-0.0105946335794949,42,0,0,"private",9
"171",2005,"G-20 Economy Takes Back Seat to Terror as Paris Looms Over Talks","With terrorism dominating discussions among world leaders meeting in the wake of the slaughter in Paris, the Group of 20 nations prepared to","Bloomberg","economy","2015-11-15 13:44:16",-0.108253175473055,0.0133250447722257,15,2,4,"private",13
"172",85108,"Obama Says Google Has a Deal To Expand Internet Access in Cuba","President Barack Obama's historic visit to Cuba this week is drawing attention to the fact that just 5% of its citizens have access to the Internet.","Fortune","obama","2016-03-21 12:48:06",-0.118276617646486,-0.0791666666666667,51,9,54,"private",12
"173",45705,"U.K. Economy Loses Steam; OECD Issues 'Brexit' Warning","Policy makers expect the slowdown in the British economy to continue as the nation ponders whether to stay in the European Union. ","The Wall Street Journal","economy","2016-04-27 06:53:00",-0.03125,-0.0916096828090514,7,0,2,"private",6
"174",99451,"Obama previews his role in the presidential campaign as an attacker ...","President Obama burst into the general election debate on Wednesday with a withering critique of Donald Trump and a defense of his own","Los Angeles Times","obama","2016-06-02 00:15:29",-0.0376889180722205,-0.276571201978481,21,0,0,"private",0
"175",87801,"Summit underscores Obama's mixed results on nuclear security","President Obama convened more than 50 world leaders in Washington this week hoping that international progress on one of his","Los Angeles Times","obama","2016-04-01 23:35:07",0.058004853144209,0.0430154501007303,9,3,2,"private",23
"176",76007,"Bernie Sanders, Hillary Clinton fight to claim Obama's legacy","Adel, Iowa (CNN) Hillary Clinton and Bernie Sanders agree on one thing: They each believe they're the best positioned to carry on President","CNN","obama","2016-01-27 00:00:00",-0.0833333333333333,0.143353659664239,-1,-1,-1,"private",0
"177",69554,"Obama's promise of ending U.S. wars broken by Islamic State ...","As President Obama enters his final year in office, the war on terrorism keeps forcing his reluctant hand to deploy the U.S. military in places","Washington Times","obama","2015-12-30 21:19:42",-0.0926519235942086,-0.269659685815003,8,2,0,"private",21
"178",90586,"Obama Tax Return Hints at His Post-Presidency Plans","President Obama with visitors in the Oval Office last week, shortly before boarding Air Force One for a trip to Chicago. Credit Stephen","New York Times","obama","2016-04-16 04:15:09",0.0243055555555556,-0.0868810058571143,205,3,8,"private",4
"179",64095,"Obama doesn't have the power to sign onto international ...","But that's just what President Obama is proposing to do at a U.N. climate conference in Paris starting Monday. The president's international","Washington Post","obama","2015-11-28 03:04:36",0.1875,-0.0369244274892737,136,15,1,"private",3
"180",18385,"UBS's Orcel Sees Fed Keeping A Close Eye on the Economy","UBS Group AG's investment-bank staff can expect a """"""solid year for compensation"""""" after the bank had a good first nine months of 2015,","Bloomberg","economy","2016-01-21 08:18:21",0.202766379228546,0.094483093869612,1,0,0,"private",8
"181",83694,"President Obama Talks Race, Fatherhood With Ballerina Misty ...","President Obama held a frank discussion on race and body image, and shared his insight as a father and husband in a sit-down interview with","ABC News","obama","2016-03-14 16:15:05",0.0883883476483184,-0.098058067569092,137,2,2,"private",16
"182",89731,"Obama's inversion curbs kill Pfizer's $160 billion Allergan deal","Earlier on Tuesday, Obama called global tax avoidance a &quot;huge problem&quot; and urged Congress to take action to stop U.S. companies from","Reuters","obama","2016-04-06 00:00:00",-0.0548007755419574,-0.0045833333333334,-1,-1,-1,"private",0
"183",19929,"Indonesia's economy to improve in H2 2016 - c.bank gov","Economic growth in Southeast Asia's largest economy has slowed to its weakest pace in six years. &quot;Conditions in Indonesia in the second half","Reuters","economy","2016-01-27 05:20:27",0.0104166666666667,-0.153093108923949,0,1,6,"private",5
"184",6400,"Fed Beige Book: U.S. Economy Expands at 'Modest' Pace","The U.S. economy expanded at a modest pace into November amid rising consumer spending and a tightening labor market, the Federal Reserve said in its beige book survey. ","The Wall Street Journal","economy","2015-12-02 11:09:00",0.0395284707521047,-0.185695338177052,10,1,4,"private",11
"185",2562,"German Investor Confidence Rises on Robust Economy","The ZEW Center for European Economic Research in Mannheim said its index of investor and analyst expectations, which aims to predict","Bloomberg","economy","2015-11-17 10:20:10",0.224416405849229,0.027277236279499,8,2,20,"private",10
"186",7427,"In India, corporate transparency comes with puzzling questions","Poor disclosure among India-listed firms is a turnoff for foreign investors, a weakness Asia's third-largest economy can ill afford as competition","Economic Times","economy","2015-12-07 06:00:18",0,-0.363307406159167,7,0,0,"private",6
"187",77312,"Bush: Trump would be worse than Obama","""""""Let's don't go from incompetent, Barack Obama, to crazy, which is about two of the people on our side,"""""" Graham said in introducing Bush.","Politico","obama","2016-02-10 23:15:04",-0.458428909707636,-0.0127577590769957,525,14,0,"private",23
"188",44384,"Microsoft revenue, profit miss estimates","Two of Microsoft's three major businesses showed lower operating profits, led by what Microsoft calls its intelligent cloud division, which includes its Azure cloud-services business as well as traditional server software. &quot;We would have liked to have seen 7 to 9 percent growth,&quot; Dan Morgan, a portfolio manager at Synovus Trust who holdsMicrosoft shares, said of intelligent cloud revenue ","Reuters via Yahoo! Finance","microsoft","2016-04-22 04:13:00",-0.111803398874989,-0.330040121579428,1,0,0,"private",4
"189",69984,"Vatican accord with Palestine comes into effect","The Vatican signed its first treaty with the &quot;State of Palestine&quot; last June to end the Israeli-Palestinian conflict and backed a two-state solution.","Reuters","palestine","2016-01-02 21:35:51",-0.236227795630767,-0.0641500299099583,242,3,6,"private",21
"190",42935,"Castro Offers Tough Appraisal of Cuba's Slow Progress on ...","""""""A lot of this sounds to me as a defense of the economic reform process from internal critics who see it as undermining the values of the","Wall Street Journal","economy","2016-04-17 00:22:14",0.0078125,-0.0722757003652198,34,0,1,"private",0
"191",51468,"Reviving the Silk Road and Stimulating World Economy","Later, Islam transformed the Arabian Peninsula and many other lands in Asia and Africa to one unified economic bloc. Muslim merchants","Huffington Post","economy","2016-05-24 14:28:06",0.0441941738241592,0.0545544725589981,4,1,3,"private",14
"192",4844,"Government to hike minimum wages to boost economy: Shankar ...","Aggarwal is of the view that the economic growth can be boosted by creating jobs and for that there is need of creating demand of goods and","Economic Times","economy","2015-11-26 08:48:11",0.291666666666667,-0.269964709204408,14,1,5,"private",8
"193",52267,"China's Economic Rebound Is Losing Its Momentum","Together, this begs the big question of what's really happening in China's economy. """"""For many investors, the recent macro cyclicality in China","Fortune","economy","2016-05-27 10:27:12",0,0.388314013070609,3,3,6,"private",10
"194",25411,"Plan to revive Russian economy to cost $11.7 billion: Alexei Ulyukayev","MOSCOW: A Russian government plan to shore up the recession-battered economy will cost around 880 billion roubles ($11.7 billion),","Economic Times","economy","2016-02-18 11:37:26",0.0307443661405259,0.061380796977999,1,0,1,"private",11
"195",7827,"UK economy grows around 0.6 percent in three months to November - NIESR","Britain's economy grew around 0.6 percent in the three months to November, a pace that would keep the Bank of England on track to hike interest rates in February, a think tank said on Tuesday. The National Institute of Economic and Social Research's forecast was unchanged from last month's estimate of growth in the three months to October. Economists polled by Reuters also expect the economy to ","Reuters via Yahoo! Finance","economy","2015-12-08 07:02:00",0.084800065662496,-0.176452507120894,0,0,0,"private",7
"196",75871,"Obama will make first visit of his presidency to a US mosque","WASHINGTON (AP) """""" President Barack Obama will make his first visit to a U.S. mosque on Wednesday, and it comes at a time when","USA TODAY","obama","2016-02-03 07:45:30",0.0576147456128813,0.053497536396202,264,4,8,"private",7
"197",29795,"Chile's Inflation Rate Fell in February as Economy Weakens","Chile's inflation rate fell for the first time in three months in February after the economy expanded at the slowest pace in almost six years.","Bloomberg","economy","2016-03-08 11:23:27",-0.125,0.10625,2,0,2,"private",11
"198",19108,"Economy drags Putin's ambitions down to earth","Russia's economic growth model of the first decade of this century is exhausted. Then, rising oil revenues stimulated a consumer boom that","Financial Times","economy","2016-01-24 19:24:19",-0.0199809343804357,0.11770456215466,12,0,1,"private",19
"199",24093,"EconomyEurozone economy expands by 0.3% in Q4","Economists are expecting the European Central Bank to take further action next month to avoid a prolonged period of weak economic growth","Financial Times","economy","2016-02-12 10:02:23",-0.204124145231932,-0.135915456676702,0,0,0,"private",10
"200",67594,"EDITORIAL: Obama's Bowe Bergdahl blunder","Honor is a virtue that stands apart; dishonor is more recognizable still. President Obama and his aides tried to cover Army Sgt. Bowe Bergdahl","Washington Times","obama","2015-12-17 00:00:00",-0.223606797749979,-0.137419290629354,5,0,1,"private",0
"201",102388,"President Obama to Award Vietnam Veteran Medal of Honor","President Barack Obama will award the nation's highest military honor for valor to a Vietnam War veteran credited with saving the lives of more","ABC News","obama","2016-06-21 23:21:11",0.0416666666666667,-0.0467784499489844,7,0,1,"private",23
"202",6826,"China November data expected to show sluggish economic growth","But that would still mark China's weakest economic expansion in a quarter of a century, and some analysts believe real growth levels are much","Reuters","economy","2015-12-04 04:29:16",-0.025173611111111,0.0376366043018115,2,0,0,"private",4
"203",2320,"Limited economic fallout from Paris terror attacks, say analysts","Paris, France and the global economy will withstand Friday's terrorist attacks with few adverse effects, economists predicted on Monday as","Financial Times","economy","2015-11-16 13:00:10",-0.208333333333333,0,14,4,8,"private",13
"204",81767,"'Colliding Dreams' explores Israel-Palestinian issue with eye on ...","&quot;Colliding Dreams&quot; is a film of ideas and a film of history, a thorough and engrossing look at the root causes of the tortured relationship between","Los Angeles Times","palestine","2016-03-04 01:35:12",0.0416666666666667,0.0472455591261534,18,0,5,"private",1
"205",76090,"Colombia Leader to Ask Obama for Dollars, Terror List Change","On the verge of an historic truce, the leader of Colombia will ask President Barack Obama for more money and tweaks to U.S. policy to help","ABC News","obama","2016-02-04 08:35:30",-0.181501561536748,0.0882062911261928,9,0,2,"private",8
"206",23614,"Bernie's Favorite Economist Predicts Lovely Things From Bernie's ...","Sanders' plan to pour $14.5 trillion into the economy """""" including spending on infrastructure and youth employment, increasing Social Security","Forbes","economy","2016-02-09 00:00:00",0.220970869120796,-0.0791812281016186,33,0,2,"private",0
"207",5551,"EM recovery gathers pace in 2016","GDP growth has fallen for a sixth consecutive year as the once dynamic economies that generated the lion's share of global prosperity for more","Financial Times","economy","2015-11-30 09:40:15",0,-0.0739950026465752,474,1,43,"private",9
"208",78013,"Obama's journey of nostalgia and regret","""""""If 99 percent of us voted, it wouldn't matter how much the 1 percent spends on elections,"""""" Obama said in a speech on Wednesday in the Illinois","Politico","obama","2016-02-11 00:00:00",-0.382732772309872,-0.0459166666666667,-1,-1,-1,"private",0
