,IDLink,Title,Headline,sentiment,episodic,Source,Topic,PublishDate,SentimentTitle,SentimentHeadline,Facebook,GooglePlus,LinkedIn,status,Hour
108,40119,Oil price: 'Shot in the arm' misses economic target,"Reality is proving unkind to economic forecasters. After the global oil price began dropping """""" it has fallen almost 70 per cent since late 2014",-1,1,Financial Times,economy,4/5/16 21:21,-0.041666667,0.013325045,44,1,453,private,21
109,4574,Dollar Falls Second Day on Bets Already Prices In Better Economy,The dollar declined for a second day as investors watched for additional clues that the U.S. economy is strong enough to handle a first,-1,0,Bloomberg,economy,11/25/15 5:40,0.090139329,-0.082638889,4,0,0,private,5
110,50330,IMF Visits Iran to Assess Reconnect to Global Economy,The IMF says Iran must tackle problems in its banking system and bolster terrorism financing laws if it wants to reconnect with the global,1,0,Bloomberg,economy,5/18/16 6:11,0.041666667,-0.025515518,-1,0,0,private,6
111,95379,Obama makes move on 'smart guns',"President Obama on Friday announced new efforts to speed up development of so-called smart guns, the latest step in his final-year push to",1,0,The Hill,obama,4/29/16 0:00,0,0.047916667,-1,-1,-1,private,0
112,69984,Vatican accord with Palestine comes into effect,The Vatican signed its first treaty with the &quot;State of Palestine&quot; last June to end the Israeli-Palestinian conflict and backed a two-state solution.,0,0,Reuters,palestine,1/2/16 21:35,-0.236227796,-0.06415003,242,3,6,private,21
113,92898,Trump calls American foreign policy under Obama 'total disaster',"WASHINGTON """""" Having declared himself the presumptive Republican presidential nominee the night before, Donald Trump sought to turn",-1,0,USA TODAY,obama,4/27/16 18:48,-0.083333333,0.04547543,127,13,8,private,18
114,78640,Obama Calls Out GOP: Constitution Is Clear On SCOTUS ...,"RANCHO MIRAGE, Calif., Feb 16 (Reuters) - President Barack Obama on Tuesday vowed to pick an indisputably qualified nominee for the",-1,0,Huffington Post,obama,2/17/16 0:00,0.025552721,-0.028676967,747,29,7,private,0
115,25205,Railroad titan CSX expects the economy to be 'challenging' in 2016,"CSX, one of the largest railroad companies in the US, said Wednesday that it expects the economy to be &quot;challenging&quot; in 2016. In a release, CFO Frank Longero",-1,0,Business Insider,economy,2/17/16 17:10,0,-0.02998206,12,1,1,private,17
116,67750,Obama: Fighting lone-wolf terror attacks is like trying to stop mass ...,President Obama on Friday drew a parallel between the challenge facing authorities looking to prevent lone-wolf terrorist attacks and the effort,-1,0,The Hill,obama,12/18/15 19:48,-0.39692831,0.079950269,55,0,0,private,19
117,104278,Obama Will Need His Oratory Powers to Sell Globalization,President Obama's news conference in Ottawa last week with Prime Minister Justin Trudeau of Canada and President Enrique Peña Nieto of,0,1,New York Times,obama,7/3/16 23:52,0.017361111,0.004441682,1278,20,78,private,23
118,66996,"In Climate Deal, Obama Sees Legacy He Hopes Won't Be Undone","In this Dec. 12, 2015, photo, President Barack Obama speaks about the Paris climate agreement from the Cabinet Room of the White House in",1,1,ABC News,obama,12/14/15 22:55,0.18844459,0.148056053,3,0,0,private,22
119,40229,Microsoft Surface Phone Delayed Until 2017,"It's generally accepted, although not acknowledged officially, that Microsoft is working on a Surface Phone. This Windows 10 powered device",-1,0,Forbes,microsoft,4/6/16 12:43,0.111803399,-0.150554075,13,5,16,private,12
120,40988,Microsoft Says It's 'Ready' To Play Games With PS4,"Microsoft's Chris Darla wrote a blog post reporting cross-network play between PC and Xbox One for Rocket League, into which he snuck a",1,0,Forbes,microsoft,4/9/16 15:03,-0.016589506,-0.112221029,12,1,4,private,15
121,57880,Wonder what it's like to work for the best companies in the world ...,"Starting his career as an engineer at Cricket Software in the late 1980s, Kandrot then went on to work for Microsoft (No. 7), Adobe (No.",1,0,CNBC,microsoft,6/20/16 12:20,0.299018075,0.137677483,90,8,632,private,12
122,29177,"Job creation jumps in February, Obama celebrates","Amid fears that the U.S. could be joining a global slowdown, the economy added a better-than-expected 242,000 jobs in February while the",1,1,CNBC,economy,3/4/16 18:20,-0.042324147,-0.102062073,292,42,940,private,18
123,102631,Obama: Smaller banking profits not a 'bad thing',"The U.S. economy is safer and more stable now than it was seven and a half years ago, President Obama said this week in an interview with",1,1,Politico,obama,6/23/16 13:20,-0.132582521,0.018898224,20,1,3,private,13
124,85683,Sanders Offers Little Hope for Mideast Peace,A strong Sanders supporter who is an equally strong critic of Israel's occupation of Palestine might be disappointed in what he said. He couldn't,-1,1,Huffington Post,palestine,3/23/16 20:10,-0.198431348,-0.063788795,3,0,0,private,20
125,58628,Opera says it crushes Microsoft in browser battery wars,The browser battery wars are heating up. Microsoft made a bold claim earlier this week that its new Edge browser in Windows 10 is better for,-1,0,The Verge,microsoft,6/23/16 11:31,-0.083333333,0.127847222,-1,17,54,private,11
126,26821,Readers Say: Australia's Gina Rinehart Move in Ranks; China's ...,"Easy Come . . . Fortunes come and go, as reflected by the rise and fall of Australia's 50 Richest (February). As the global economy has become",-1,1,Forbes,economy,2/24/16 18:41,0.083333333,-0.075480287,4,0,0,private,18
127,60216,South Africa's Gordhan: Brexit Will Impact Local Economy,South Africa Minister of Finance Pravin Gordhan discusses the effects of Brexit on South Africa's economy and what makes the nation attractive,-1,1,Bloomberg,economy,6/30/16 14:15,0.03314563,0.13991297,-1,0,0,private,14
128,67594,EDITORIAL: Obama's Bowe Bergdahl blunder,Honor is a virtue that stands apart; dishonor is more recognizable still. President Obama and his aides tried to cover Army Sgt. Bowe Bergdahl,-1,0,Washington Times,obama,12/17/15 0:00,-0.223606798,-0.137419291,5,0,1,private,0
129,17690,Vietnam's Economy Is an Emerging Market Standout,"While the world's largest emerging economies including Russia, Brazil and China falter, Vietnam's steady economic growth at near 7 percent",1,1,Bloomberg,economy,1/18/16 23:00,0,-0.215077251,107,11,331,private,23
130,34239,Microsoft sorry for hosting 'naughty schoolgirl' party,"SAN FRANCISCO """""" Microsoft says it was """"""unequivocally wrong"""""" for hosting a party with scantily dressed female dancers during a video game",-1,0,New York Post,microsoft,3/20/16 16:20,-0.118113898,-0.286410981,61,4,0,private,16
131,21294,COLUMN-US economy slows sharply as oil and gas slump deepens ...,"LONDON, Feb 1 The U.S. economy eked out anaemic growth in the final three months of 2015, and the struggling performance of the oil and",-1,1,Reuters,economy,2/1/16 14:40,-0.047111148,-0.299807338,0,0,0,private,14
132,53865,CBO: Hurricane damage costs will increase faster than the economy,Costs associated with hurricane damage will increase by about $11 billion over the next several decades as a result of climate change and,-1,1,The Hill,economy,6/2/16 19:40,-0.098821177,-0.082393194,10,4,1,private,19
133,24660,China's Bad Loans Rise to Highest in a Decade as Economy Slows,Soured loans at Chinese commercial banks rose to the highest level since June 2006 as the nation's economic expansion slowed to the,-1,1,Bloomberg,economy,2/15/16 13:42,-0.145226176,-0.402339235,315,15,178,private,13
134,90885,"Politics|Supreme Court Weighs Obama's Immigration Plan, With ...",President Obama signed executive actions on immigration while on Air Force One in November 2014. His plan to shield millions of immigrants,0,1,New York Times,obama,4/18/16 10:15,0.01181139,-0.027277236,1260,46,3,private,10
135,101408,Obama's tantrum a striking display of failed leadership,"If it is true that the best defense is a good offense, President Obama should be celebrating in the end zone now. Obviously furious over criticism",-1,0,New York Post,obama,6/15/16 5:55,-0.220970869,0.142218246,647,157,192,private,5
136,11031,Where now for Spain economy after vote?,"As David Pollard reports there are fears the country's economic recovery could be knocked off track. """""" Hide Transcript. """""" View Transcript.",0,1,Reuters,economy,12/21/15 16:40,0,-0.131990124,4,0,0,private,16
137,67275,Congress Moves Past Obama to Reach Budget Deal,"It is possible that this deal closes a sad legacy of the Obama presidency. In the early days of Obama's tenure, Democrats, with complete control",-1,0,Breitbart News,obama,12/16/15 16:35,0,0.03125,49,0,0,private,16
138,18433,Russian Economy Stumbles as Stocks and Oil Prices Fall,"The rout in global stock markets and the plunge in oil prices are shaking Russia's economy, already wobbly from being cut off from Western",-1,1,New York Times,economy,1/21/16 13:11,-0.108487654,0.004186049,63,2,297,private,13
139,50523,Chile’s Economy Grows More Than Forecast as Investment Picks Up,Chile’s economy grew more than analysts had forecast in the first quarter as investment picked up after declining for much of the previous two years and government spending climbed higher. ,1,1,Bloomberg,economy,5/18/16 6:04,0.001256297,0.093619264,-1,-1,-1,private,6
140,44199,Microsoft's Turnaround Skids as Software Sales Lag Behind Cloud,Microsoft Corp.’s turnaround just took a step backward. ,-1,0,Bloomberg,microsoft,4/21/16 17:29,-0.150173611,0.107638889,3,0,81,private,17
141,11601,Examining the State of the US Economy,Bloomberg Intelligence's Carl Riccadonna and Bloomberg Gadfly columnist Michael Regan report on the state of the U.S. economy. Regan's,0,1,Bloomberg,economy,12/23/15 18:00,0.094491118,0.083852549,1,0,0,private,18
142,52213,Revulsion To Used Goods Tests Asia's Uber-style Sharing Economy,"When Kanika Tekriwal started her private jet sharing service two years ago in India, aircraft owners weren't going for it. They didn't like the idea",0,0,Forbes,economy,5/27/16 4:31,-0.118585412,-0.077777778,44,4,20,private,4
143,8311,US Senators introduce legislation to cut H1B visas by 15000,"The (US) economy is growing slowly and there's a mood of protectionism. It's like the boy who cried wolf - we've heard this so many times, but",0,0,Economic Times,economy,12/9/15 18:40,-0.213117616,0.122572584,194,12,261,private,18
144,94471,Obama jabs at Trump on immigration,Obama suggested Trump's anti-immigrant stance is a ploy to &quot;seek political gain and just to try to get headlines.&quot; ,-1,0,The Hill,obama,5/4/16 18:42,-0.051031036,-0.029048598,73,1,1,private,18
145,53786,"Fed's Tarullo on Bank Regulations, Fed Policy, Economy","Federal Reserve Board Governor Daniel Tarullo discusses bank regulations, Fed policy and the U.S. economy. He speaks on &quot;Bloomberg """"""GO""""""",0,1,Bloomberg,economy,6/2/16 14:00,0.176776695,0.119925403,2,0,0,private,14
146,5581,Google And Microsoft Top The Most Popular Mutual Fund Stocks,"Once a quarter, investors get to take advice from the biggest influencers in the mutual fund and hedge fund world. As the third-quarter results",1,1,Forbes,microsoft,11/30/15 13:01,-0.079056942,-0.158916667,11,0,5,private,13
147,43627,Defining Wealth in the Creative Economy,"Before I went all-in on my first startup experience, I had the unique pleasure of selling access to Warren Buffett's fleet of private jets. My mid-20s",0,1,Forbes,economy,4/19/16 21:50,0,0.094491118,35,5,45,private,21
148,99458,Newt Gingrich: Establishment Exposed as 'Really Sick'  'Hillary Is ...,"Newt Gingrich: Establishment Exposed as 'Really Sick' """""" 'Hillary Is Obama Plus Corruption'. 0. Choose your provider. Providers: Restart",-1,0,Breitbart News,obama,6/2/16 6:35,-0.041666667,0.151584766,26,0,0,private,6
149,50824,"Fed rate hike will juice economy, stocks: Jim Paulsen","If the Federal Reserve wants to juice the growth rate of the U.S. economy and send stocks higher, it should raise interest rates and start a",1,0,CNBC,economy,5/19/16 0:00,0.083333333,-0.053164337,-1,-1,-1,private,0
150,68956,Obama to deliver his last State of the Union address on January 12,"Obama, who is currently on his year-end vacation in Hawaii, announced this in an email to his supporters yesterday. &quot;I've got 12 months left to",0,0,Economic Times,obama,12/27/15 2:56,0.030070327,0.024514517,40,0,1,private,2
151,19981,Here's Why the Economy May Be Worse Off Than You Think,"The price of oil has taken another nose dive, driven by in part by fears of a quickly slowing Chinese economy. And that's spooking investors in",-1,1,Fortune,economy,1/26/16 0:00,-0.137577114,-0.269659686,11,2,51,private,0
152,60257,A Sober Economy Can Handle the Brexit Hit,"Barry Ritholtz is a Bloomberg View columnist writing about finance, the economy and the business world. He started the Big Picture blog in",1,1,Bloomberg,economy,6/30/16 17:16,-0.187825239,0.04235449,-1,1,1,private,17
153,93938,Supreme Court split on Obama immigration plan,"WASHINGTON """""" President Obama's effort to offer temporary protection from deportation to more than 4 million undocumented immigrants ran",-1,1,USA TODAY,obama,4/18/16 0:00,0.342530304,-0.026779975,-1,-1,-1,private,0
154,76243,Obama Seeks $10-Per-Barrel Oil Tax to Fund Clean Transport,President Barack Obama wants oil companies to pay a $10 tax for every barrel of oil to help fund investments in clean transportation ,0,0,ABC News,obama,2/4/16 14:40,-0.00842176,0.065388956,38,1,6,private,14
155,86549,Obama Administration Offers Desperately Needed Help For People ...,The possible expansion of buprenorphine prescribing is one of several initiatives the Obama administration has recently announced. Earlier,1,0,Huffington Post,obama,3/29/16 5:06,0.128899674,0,923,10,75,private,5
156,83333,Obama blames the GOP for Trump's rise,"Speaking at a Democratic Party fundraiser in Austin, Texas, on Friday evening, President Barack Obama lit into Donald Trump, by turns",-1,1,Politico,obama,3/12/16 5:15,0.042048548,-0.0750124,1301,17,7,private,5
157,65552,Obama to speak to nation after California attack,US President Barack Obama will speak to the nation on Sunday The White House said Mr Obama would speak from the Oval Office at 8pm,0,0,Financial Times,obama,12/6/15 2:04,0,-0.011111111,37,2,9,private,2
158,62864,Obama Calls on Russia to Focus on Islamic State Group,Obama says he told Putin he needs to go after the people who killed Russian citizens ,1,1,ABC News,obama,11/22/15 0:11,0.187760236,0.046875,11,0,0,private,0
159,82409,"Obama's health has improved since last physical, White House ...","WASHINGTON """""" President Obama often jokes about how the presidency has aged him, turning his hair from black to grey in seven short years",1,0,USA TODAY,obama,3/8/16 23:17,0.224537037,0.136055655,151,3,0,private,23
160,1758,"If Spain's Economy Is Doing Well, Why Aren't Its Banks?","MADRID""""""Spain's economy is expanding but its banks' balance sheets aren't. Spain is expected to grow more than 3% this year, faster than",-1,1,Wall Street Journal,economy,11/12/15 22:40,0,0,5,0,0,private,22
161,54648,You Know Almost Nothing About the Economy; Get Used to It,"Investors typically care far too much about the payrolls data, treated now as the most important economic release each month. The figures are",-1,1,Wall Street Journal,economy,6/6/16 18:46,0.035971978,0.184347014,48,3,310,private,18
162,49402,Here's Why Millennials Are Costing The Economy $376 Billion,"Millennials are costing the U.S. economy more than $376 Billion a year, according to a recent Gallup poll. The poll found that between 2008",-1,1,Daily Caller,economy,5/13/16 17:40,0,-0.093831486,8,4,41,private,17
163,100712,GOP: Obama endorsement undercuts Clinton FBI probe,President Barack Obama has guaranteed that the FBI's investigation into his former secretary of state's private email server will be carried out,-1,0,Politico,obama,6/10/16 0:35,0.059056949,-0.02665009,139,9,1,private,0
164,102995,"Michelle Obama, Daughters Heading to Liberia, Morocco, Spain","Michelle Obama and daughters Sasha and Malia are leaving Sunday for Africa, where they will promote girls' education in Liberia and Morocco",0,0,ABC News,obama,6/25/16 14:08,0,0.053300179,10,0,9,private,14
165,91078,Obama's Gulf Abandonment Issues,"President Obama might be in for a frosty reception when he heads to Riyadh on April 21 for a Gulf Cooperation Council summit meeting, after",-1,1,Huffington Post,obama,4/19/16 9:15,-0.25,-0.102062073,6,0,0,private,9
166,70255,Where Obama won't be going on his global farewell tour,"As President Obama begins his final year in office, polls show that public confidence in his national security leadership has collapsed: Only 18",-1,0,Washington Post,obama,1/4/16 14:57,0.059292706,-0.130659467,173,2,5,private,14
167,9868,Japan's Aso: Fed rate hike in line with improving US economy, said on Thursday the U.S. Federal Reserve's decision to raise interest rates was an appropriate one that reflects an improving U.S. economy.,1,1,Reuters,economy,12/17/15 2:20,0,0.249796923,0,0,0,private,2
168,86292,Obama's next gift to Iran means breaking another promise to America,"In the drive for Senate approval of Obama's nuclear deal with Iran, the admistration repeatedly said Tehran would be denied access to the US",-1,1,New York Post,obama,3/28/16 1:05,0,0.128286355,846,23,33,private,1
169,61779,America’s Post-Foreclosure Consumers Are Ready to Rejoin Economy,"Millions of Americans lost their homes to foreclosures or short sales during the housing crisis. Fortunately for the economy, time heals most wounds -- and credit reports. ",1,1,Bloomberg,economy,7/7/16 2:16,0.079056942,0.232152475,-1,5,66,private,2
170,78343,'Mr. Trump will not be president': Obama unloads on the entire ...,US President Barack Obama harshly criticized the entire slate of Republican presidential candidates during a press conference on Tuesday afternoon.,-1,0,Business Insider,obama,2/16/16 22:55,-0.150755672,-0.052796049,379,98,243,private,22
171,423,Microsoft Cortana went 13-1 last week picking NFL games - here's ...,"Microsoft Cortana """""" the virtual assistant that picks the outright winner of every NFL game on Bing """""" had its best week of the season, correctly",0,0,Business Insider,microsoft,11/5/15 0:00,-0.090277778,0.106314659,-1,-1,-1,private,0
172,92886,"CLIFFORD MAY: Obama wants Iran, Saudi Arabia to share ...","Barack Obama last week visited Saudi Arabia, an unusual nation with which the United States has had a relationship that can be accurately",1,0,Washington Times,obama,4/27/16 1:55,0.041666667,-0.056472654,16,0,0,private,1
173,75800,Obama Tells UK's Cameron That More US Aid for Syria Coming,President Barack Obama is telling British Prime Minister David Cameron that the U.S. will soon announce &quot;significant new contributions&quot; to,0,0,ABC News,obama,2/2/16 23:00,0.356160276,0.00434405,0,0,0,private,23
174,68362,President Obama to get coffee and chat with Seinfeld on web series,"The Washington Post reports, President Barack Obama will join Jerry Seinfeld for a drive, a cup of coffee and a wide-ranging chat on the first",0,0,USA TODAY,obama,12/22/15 18:41,-0.096465607,-0.109634367,18,0,0,private,18
175,76100,Obama and the America He Rebuilt,There is one year left in Obama's second term. He has left no doubt that he is one of the most consequential Presidents we have ever had.,1,1,Huffington Post,obama,2/3/16 23:45,0,-0.266623562,564,3,3,private,23
176,25489,Microsoft testing Outlook.com Premium service with custom domain ...,Microsoft is currently testing a premium version of its Outlook.com email service. ZDNet reports that the new service is currently named,0,0,The Verge,microsoft,2/18/16 17:48,0.416666667,0.102158677,17,3,1,private,17
177,2239,Japanese Economy Contracts Again,"Japan’s economy shrank again in the third quarter, entering a second technical recession in two years. ",-1,1,The Wall Street Journal,economy,11/16/15 2:04,0,-0.121267813,467,0,44,private,2
178,92747,GOP Senate Candidate Says Obama's Supreme Court Pick ...,"The Florida lawmaker also said if he were in the Senate now, he would meet with Obama's pick, Merrick Garland. """"""Of course,"""""" he said.",0,0,Huffington Post,obama,4/26/16 15:55,0.276213586,-0.051031036,80,0,4,private,15
179,40993,Here's How to Disable Microsoft Corporation (MSFT) Windows 10 ...,Microsoft Corp. (NASDAQ: MSFT) released Windows 10 in the summer of 2015 and it was dubbed as the operating system which would rescue,-1,1,Daily Caller,microsoft,4/9/16 15:28,-0.099436891,-0.027277236,0,0,0,private,15
180,63230,Obama's Phony War Against Islamic Extremism,THE TERRORIST attacks in Paris tragically demonstrate the bloody bankruptcy of U.S. foreign and military policy. Our strategy for fighting,-1,1,Forbes,obama,11/23/15 23:55,-0.102062073,-0.095470327,44,0,4,private,23
181,69992,US President Barack Obama calls for efforts towards Israel Palestine ...,WASHINGTON: US President Barack Obama has called for continued efforts towards a peace process between Israel and Palestine. There is,1,1,Economic Times,palestine,12/9/15 0:00,0,-0.167705098,-1,-1,-1,private,0
182,38485,Microsoft is adding the Linux command line to Windows 10,"Microsoft is reaching out to Linux developers in a way that the company never has before. &quot;The Bash shell is coming to Windows. Yes, the real",0,0,The Verge,microsoft,3/30/16 17:21,-0.166666667,-0.078182849,9549,1016,2963,private,17
183,46829,The &quot;Gig Economy&quot; and the Need for New Worker Classifications,"The emerging """"""gig"""""" or sharing economy is generating considerable debate in legal, business and culture circles in Silicon Valley and",0,1,Huffington Post,economy,5/2/16 22:21,-0.072168784,0.090840262,9,0,11,private,22
184,65898,The big hole in Obama's Islamic State strategy,"At the center of President Obama's strategy for dealing with the Islamic State is an empty space. It's supposed be filled by a hypothetical """"""Sunni",-1,1,Washington Post,obama,12/7/15 18:44,0.101278315,0.075,280,18,4,private,18
185,7427,"In India, corporate transparency comes with puzzling questions","Poor disclosure among India-listed firms is a turnoff for foreign investors, a weakness Asia's third-largest economy can ill afford as competition",-1,1,Economic Times,economy,12/7/15 6:00,0,-0.363307406,7,0,0,private,6
186,92136,Obama pays tribute to 'jewel' Queen Elizabeth after 90th birthday,U.S. President Barack Obama flew to Queen Elizabeth's castle on Friday to wish happy birthday to the world's oldest monarch a day after she,0,0,CNBC,obama,4/23/16 12:15,0,0.198611111,8,0,0,private,12
187,99413,Obama calls for expansion of Social Security,"WASHINGTON — President Obama Wednesday called for the expansion of Social Security, a reversal from his earlier attempt to rein in the program. “We should be strengthening Social Security,” Obama said in Elkhart, Ind., in a nearly hour-long rebuttal of Republican economic positions. “It’s time we finally made Social Security more generous and increased its ",0,1,New York Post,obama,6/1/16 23:04,-0.12697244,-0.118805974,33,2,0,private,23
188,87000,Obama offers condolences to Pakistani leader,President Obama phoned Pakistani Prime Minister Nawaz Sharif on Wednesday to offer condolences for last Sunday's terror attack in Lahore.,0,0,The Hill,obama,3/30/16 20:21,0,-0.107144924,2,1,0,private,20
189,101484,"In bizarre tweet, Donald Trump promotes conspiracy theory about ...","In a strangely worded tweet, Donald Trump on Wednesday promoted a conspiracy theory that the Obama administration supported the Iraqi",-1,0,Business Insider,obama,6/15/16 16:15,0.166666667,0.083852549,106,1,0,private,16
190,66451,China's President Xi and Obama discuss climate change by phone,"Xi and Obama met at the start of the U.N. climate talks on Nov. 30, and pledged cooperation to reach an agreement. Negotiations are taking",0,0,Reuters,obama,12/11/15 7:24,-0.141973091,0.125,25,3,8,private,7
191,32307,What's Wrong With the Digital Economy?,"Douglas Rushkoff, author of &quot;Throwing Rocks at the Google Bus,&quot; discusses the shortfalls of the digital economy and why new technology and",-1,1,Bloomberg,economy,3/18/16 11:20,0,-0.080799141,1,0,0,private,11
192,57289,Why LinkedIn Will Make You Hate Microsoft Word,"IF Microsoft has its way, the vast membership of LinkedIn, the business networking site with more than 433 million members, will be instantly",-1,1,New York Times,microsoft,6/17/16 8:22,-0.084116244,-0.079950269,791,67,1067,private,8
193,30166,4 Economic Doomsayers You Can't Afford to Ignore,"Now he argues that the wheels are coming off the U.S. economy """""" he cites flat payroll tax numbers """""" despite its fairly steady but slow growth,",-1,1,Fortune,economy,3/9/16 17:23,-0.059056949,-0.294038011,19,4,9,private,17
194,69015,David Spade Thinks President Obama Is Too 'Thirsty' For Attention,"He also criticizes Obama's recent GQ magazine cover, saying that the president should &quot;leave that to Bradley Cooper&quot; because, as POTUS,",-1,0,Huffington Post,obama,12/27/15 18:44,0,-0.013032151,738,16,0,private,18
195,3673,Google + Microsoft + Amazon = Cloud Burst,"Amazon, Microsoft and Google are commonly classed as Amazon and Microsoft sell cloud-based services to businesses, and these offerings",0,1,Wall Street Journal,microsoft,10/23/15 0:00,-0.313282441,-0.083852549,-1,-1,-1,private,0
196,64483,Obama: Climate summit a 'rejection' of terror,"Paris (CNN) Combating climate change will prove to be a rebuttal of terrorist efforts, President Barack Obama declared at the opening of a",1,0,CNN,obama,11/30/15 13:04,-0.377964473,-0.048001756,722,4,0,private,13
197,101,Microsoft to launch its Lumia 950 flagship on November 20th,Microsoft is planning to launch its Lumia 950 and Lumia 950 XL handsets on November 20th. Windows Central reports that the Lumia 950 will,0,0,The Verge,microsoft,11/9/15 23:40,0.041666667,0.027277236,133,8,24,private,23
198,86426,Obama asked to fight effort to ban lobster exports to EU,"PORTLAND, Maine (AP) - Maine's congressional delegation is asking the Obama administration to resist efforts to ban the import of live Maine",0,0,Washington Times,obama,3/28/16 18:55,0.037688918,0.107593543,0,0,0,private,18
199,83694,"President Obama Talks Race, Fatherhood With Ballerina Misty ...","President Obama held a frank discussion on race and body image, and shared his insight as a father and husband in a sit-down interview with",0,0,ABC News,obama,3/14/16 16:15,0.088388348,-0.098058068,137,2,2,private,16
200,66232,Trump's Muslim Travel Ban Idea Drowns Out Obama's Terrorism ...,"In a rare speech from the Oval Office Sunday night, President Barack Obama vowed to overcome the Islamic State and cautioned that &quot;we must",,,Bloomberg,obama,12/9/15 23:04,0,-0.13125,40,1,1,private,23
201,89731,Obama's inversion curbs kill Pfizer's $160 billion Allergan deal,"Earlier on Tuesday, Obama called global tax avoidance a &quot;huge problem&quot; and urged Congress to take action to stop U.S. companies from",,,Reuters,obama,4/6/16 0:00,-0.054800776,-0.004583333,-1,-1,-1,private,0
202,9268,Data Mining Global News For Economic Uncertainty,"Given the high-profile economic and political turbulence of 2015, what has the economic uncertainty of the past year looked like through the",,,Forbes,economy,12/14/15 21:00,0,0.133250448,9,0,6,private,21
203,41657,"IMF trims euro zone growth outlook, keeps spotlight on ECB","The euro zone economy will grow more slowly than thought and inflation will pick up only very gradually, putting the onus on the European Central Bank to keep monetary policy ultra-loose for the foreseeable future, the IMF said on Tuesday. In its World Economic Outlook, in which it also urged governments to push through growth-focused reforms, the International Monetary Fund forecast the 19 ",,,Reuters via Yahoo! Finance,economy,4/12/16 6:00,-0.118585412,-0.03046875,0,0,0,private,6
204,31687,"Murari Sridharan, former GM Engineering at Microsoft Redmond ...","BENGALURU: Murari Sridharan, former GM of engineering at Microsoft Redmond joins financial services marketplace BankBazaar as chief",,,Economic Times,microsoft,3/16/16 5:16,-0.044194174,-0.060633906,3,1,20,private,5
205,47743,"U.S. employment gains hit seven-month low, labor force shrinks","The U.S. economy added the fewest number of jobs in seven months in April and Americans dropped out of the labor force in droves, signs of weakness that cast doubts on whether the Federal Reserve will raise interest rates before the end of the year. Nonfarm payrolls increased by 160,000 jobs last month as construction employment barely rose and the retail sector shed jobs, the Labor Department ",,,Reuters via Yahoo! Finance,economy,5/6/16 6:22,-0.018844459,-0.092713034,4,0,1,private,6
206,24460,How Australia Is Weathering the Commodities Rout,"As Australia’s economy has slowed alongside the commodities rout, one surprising consensus is emerging: It isn’t nearly as bad as it should be. ",,,The Wall Street Journal,economy,2/14/16 7:42,0,-0.222865646,110,1,50,private,7
207,53352,Brazil moves to shrink the state,The economic dip was fanned by a fall in commodities prices but its ferocity is due to a crisis of confidence among investors in the ability of Ms,,,Financial Times,economy,5/31/16 16:20,0.012757759,-0.132375057,300,0,22,private,16
208,14814,Can US Remain an Island of Stability in the Global Economy?,"Except, for now at least, in the world's largest economy. The American economy is acting as a steadying force in a volatile world.",,,New York Times,economy,1/7/16 19:03,0,-0.136837584,472,5,174,private,19
209,98286,Barack Obama Administration defends decision to back India's NSG ...,"WASHINGTON: The Obama Administration has strongly defended its decision to back India's membership in the NSG, rebutting a known",,,Economic Times,obama,5/25/16 12:15,0.25,0.136215592,32,1,0,private,12
210,24440,Russian trade hit by sanctions and commodity crisis,"Russia's trade with the EU's eastern states fell by almost a third in 2015, as sanctions over Crimea and the economic impact of plummeting",,,Financial Times,economy,2/14/16 14:00,-0.077339804,-0.136837584,45,1,58,private,14
211,40996,India's forex reserves rise to $359.75 billion: RBI,"IndiaThe Economic TimesMore. More Economy &middot; Politics and Nation You are here: ET Home""""""News""""""Economy""""""Finance &middot; 04:05 PM | 08 Apr.",,,Economic Times,economy,4/9/16 11:21,0.089294107,0.037733647,22,0,0,private,11
212,4279,Ex-RBI Governor Jalan: Macro Economy Positive in India,Former Reserve Bank of India Governor Bimal Jalan discusses the state of India's economy with Bloomberg's Guy Johnson and Anna Edwards,,,Bloomberg,economy,11/24/15 7:20,0.086805556,0.136386181,1,0,0,private,7
213,47442,"Britain's economy slows, risks stalling as EU vote nears- PMI","Britain's economy slowed in April and may stall as consumers worry about June's EU referendum, reaching levels at which in the past the Bank of England began to consider rate cuts, a survey of the dominant ",,,Reuters via Yahoo! Finance,economy,5/5/16 4:34,-0.039528471,0.077690972,0,0,0,private,4
214,19906,Microsoft: The US government 'overreached' when it asked for EU data,"In an interview with ComputerWeekly, Hauger laid out how Microsoft, which is currently engaged in a legal battle with the US government, sees granting access",,,Business Insider,microsoft,1/27/16 12:20,0,0.025,1,0,36,private,12
215,23614,Bernie's Favorite Economist Predicts Lovely Things From Bernie's ...,"Sanders' plan to pour $14.5 trillion into the economy """""" including spending on infrastructure and youth employment, increasing Social Security",,,Forbes,economy,2/9/16 0:00,0.220970869,-0.079181228,33,0,2,private,0
216,86927,Obama Shortens Prison Sentences for 61 Drug Offenders,The commutations bring to 248 the number of inmates whose sentences Obama has commuted. The White House says that's more than the,,,ABC News,obama,3/30/16 16:06,-0.047245559,-0.175786634,416,1,0,private,16
217,75168,Obama's powerful condemnation of anti-Semitism: 'We are all Jews',"The other first occurred when Barack Obama showed up for the ceremony. Until then, no sitting U.S. president had spoken at the Israeli",,,Washington Post,obama,1/30/16 0:25,0.136153621,0.102062073,681,8,11,private,0
